user_id,day_type,work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,sleep_hours,task_completion_rate,burnout_score,burnout_risk,productivity_index,work_intensity
57,Weekday,6.98,9.75,3,4,No,8.51,72.2,41.99,Low,10.343839541547277,12.75
57,Weekday,7.6,9.81,4,3,No,8.17,65.4,50.28,Low,8.605263157894738,13.81
57,Weekday,10.04,12.92,2,3,No,5.83,58.2,61.71,Low,5.796812749003985,14.92
57,Weekend,4.29,7.66,2,1,No,9.29,57.1,63.69,Low,13.31002331002331,9.66
57,Weekend,3.98,7.51,1,2,Yes,8.29,52.2,67.96,Low,13.115577889447238,8.51
58,Weekday,8.9,12.13,6,5,Yes,7.27,81.9,27.52,Low,9.202247191011237,18.130000000000003
58,Weekend,5.12,7.18,3,2,Yes,5.8,77.8,36.44,Low,15.1953125,10.18
58,Weekday,8.11,10.22,3,5,No,6.62,69.6,47.39,Low,8.581997533908755,13.22
58,Weekday,9.33,12.84,1,5,Yes,6.93,64.6,59.71,Low,6.923901393354769,13.84
58,Weekday,8.98,11.76,2,5,No,5.9,58.3,71.25,Medium,6.492204899777282,13.76
58,Weekend,3.94,6.05,1,5,Yes,7.34,52.3,75.26,Medium,13.274111675126903,7.05
58,Weekend,4.59,8.41,0,4,No,5.2,50.6,78.72,Medium,11.023965141612202,8.41
58,Weekday,4.8,7.32,3,1,No,7.0,45.7,85.42,Medium,9.520833333333334,10.32
58,Weekend,5.23,7.17,2,3,No,7.69,43.4,89.24,Medium,8.298279158699808,9.17
58,Weekend,4.24,8.01,0,3,No,6.07,44.1,91.05,Medium,10.400943396226415,8.01
59,Weekday,7.33,9.28,1,4,No,7.94,89.7,14.01,Low,12.23738062755798,10.28
59,Weekend,3.51,7.3,0,4,No,5.02,90.8,14.55,Low,25.86894586894587,7.3
59,Weekday,10.48,13.07,4,2,No,5.98,79.4,29.03,Low,7.576335877862595,17.07
59,Weekday,9.57,13.41,6,5,No,8.25,76.2,38.56,Low,7.962382445141066,19.41
59,Weekend,5.27,7.42,0,2,No,7.8,70.2,42.39,Low,13.32068311195446,7.42
59,Weekend,4.85,7.19,2,3,Yes,5.4,65.0,48.86,Low,13.402061855670103,9.190000000000001
59,Weekend,6.01,9.21,0,4,Yes,7.45,62.8,53.17,Low,10.449251247920133,9.21
59,Weekday,9.44,11.31,2,2,No,7.91,56.1,62.42,Low,5.942796610169492,13.31
59,Weekend,5.1,6.86,0,4,Yes,6.24,60.3,63.37,Low,11.823529411764707,6.86
59,Weekend,5.14,6.73,1,4,Yes,7.9,59.6,65.93,Low,11.595330739299612,7.73
60,Weekend,3.69,6.21,0,1,No,6.24,92.2,8.88,Low,24.986449864498645,6.21
60,Weekday,7.64,11.5,3,1,Yes,6.0,92.0,14.0,Low,12.041884816753928,14.5
60,Weekend,3.0,5.86,0,5,Yes,6.39,88.6,15.61,Low,29.53333333333333,5.86
60,Weekday,9.64,12.41,6,2,No,5.95,81.7,24.29,Low,8.475103734439834,18.41
60,Weekend,5.4,8.41,1,5,No,7.26,89.8,22.03,Low,16.62962962962963,9.41
60,Weekend,7.04,9.2,1,5,No,8.69,82.8,26.18,Low,11.761363636363637,10.2
60,Weekday,9.45,13.11,2,2,No,6.5,88.7,28.47,Low,9.386243386243388,15.11
60,Weekend,5.11,8.75,2,5,No,7.61,79.7,33.15,Low,15.596868884540116,10.75
60,Weekend,4.56,6.68,2,1,No,6.41,78.6,35.24,Low,17.236842105263158,8.68
60,Weekend,5.07,7.81,0,2,No,7.19,73.1,38.45,Low,14.418145956607493,7.81
61,Weekend,7.56,10.65,0,1,Yes,6.37,87.4,22.51,Low,11.560846560846562,10.65
61,Weekday,7.12,10.28,5,5,No,7.05,81.5,31.1,Low,11.446629213483146,15.28
61,Weekday,6.8,10.59,5,2,Yes,5.74,64.4,47.37,Low,9.47058823529412,15.59
61,Weekend,7.69,9.85,0,1,Yes,6.8,66.6,53.32,Low,8.660598179453835,9.85
61,Weekend,3.26,6.66,2,3,No,8.58,69.9,52.13,Low,21.441717791411048,8.66
61,Weekend,3.51,6.04,0,3,No,7.17,70.7,51.53,Low,20.142450142450144,6.04
61,Weekday,9.27,12.63,2,5,Yes,6.87,61.4,63.9,Low,6.6235167206040995,14.63
61,Weekday,9.1,11.56,1,2,No,7.64,51.1,74.72,Medium,5.615384615384616,12.56
61,Weekday,10.24,13.11,6,3,Yes,6.68,40.0,91.83,Medium,3.90625,19.11
61,Weekday,7.88,10.04,5,1,No,7.74,40.0,99.64,Medium,5.0761421319796955,15.04
62,Weekday,7.1,10.06,1,4,Yes,8.79,92.8,11.15,Low,13.070422535211268,11.06
62,Weekend,3.53,6.55,5,1,Yes,7.85,80.2,20.4,Low,22.719546742209634,11.55
62,Weekday,9.27,12.24,1,3,Yes,7.93,77.8,28.58,Low,8.392664509169364,13.24
62,Weekend,4.55,6.26,1,3,Yes,8.89,77.4,30.29,Low,17.010989010989015,7.26
62,Weekend,4.15,7.2,1,1,No,6.23,87.1,28.68,Low,20.987951807228914,8.2
62,Weekend,3.52,5.33,0,4,Yes,5.61,75.7,34.58,Low,21.50568181818182,5.33
62,Weekend,4.4,6.42,1,5,No,7.65,83.1,31.68,Low,18.886363636363633,7.42
62,Weekend,3.52,7.36,0,1,No,6.28,83.4,32.94,Low,23.69318181818182,7.36
62,Weekday,9.05,10.73,2,2,No,7.6,74.3,42.81,Low,8.209944751381215,12.73
62,Weekday,8.11,10.88,4,1,No,9.4,77.2,47.78,Low,9.519112207151666,14.88
63,Weekday,9.38,12.6,2,2,No,6.87,88.6,17.14,Low,9.445628997867802,14.6
63,Weekday,9.21,12.8,4,4,No,7.63,89.0,22.02,Low,9.663409337676438,16.8
63,Weekend,4.18,7.57,2,3,No,4.92,86.2,25.14,Low,20.622009569377994,9.57
63,Weekend,5.62,7.83,0,3,No,8.09,90.9,24.13,Low,16.17437722419929,7.83
63,Weekday,9.43,11.65,1,1,No,5.94,86.8,30.92,Low,9.204665959703075,12.65
63,Weekend,4.7,7.66,0,4,Yes,6.91,75.0,37.17,Low,15.957446808510637,7.66
63,Weekday,7.16,9.91,8,5,No,9.09,76.7,40.56,Low,10.712290502793296,17.91
63,Weekend,4.23,5.96,2,5,Yes,8.13,71.7,43.55,Low,16.95035460992908,7.96
63,Weekday,6.04,9.1,2,1,No,7.99,70.8,46.49,Low,11.72185430463576,11.1
63,Weekday,7.98,11.06,1,4,No,5.15,62.7,53.64,Low,7.857142857142857,12.06
64,Weekday,8.29,11.76,2,4,No,7.64,87.9,20.68,Low,10.603136308805793,13.76
64,Weekday,9.31,11.68,4,3,Yes,7.93,78.0,38.45,Low,8.378088077336198,15.68
64,Weekday,8.4,10.51,1,4,No,8.0,69.2,48.94,Low,8.238095238095237,11.51
64,Weekday,7.1,9.36,4,5,Yes,7.23,54.1,64.65,Low,7.619718309859156,13.36
64,Weekend,4.67,6.99,0,3,No,7.56,58.4,64.02,Low,12.505353319057816,6.99
64,Weekend,5.35,7.86,2,4,Yes,7.98,56.6,69.92,Low,10.57943925233645,9.86
64,Weekday,8.4,10.1,1,4,No,7.79,58.8,75.96,Medium,6.999999999999999,11.1
64,Weekend,4.17,8.14,1,3,Yes,5.78,41.1,88.66,Medium,9.85611510791367,9.14
64,Weekend,4.08,7.24,0,2,No,8.22,41.1,89.22,Medium,10.073529411764707,7.24
64,Weekend,5.75,9.14,0,5,No,7.98,49.1,88.04,Medium,8.539130434782608,9.14
65,Weekend,4.09,7.31,2,2,No,6.9,84.6,14.46,Low,20.684596577017114,9.309999999999999
65,Weekend,5.31,7.99,0,3,Yes,7.14,91.4,16.47,Low,17.21280602636535,7.99
65,Weekday,8.4,11.86,2,4,No,5.46,77.3,32.46,Low,9.20238095238095,13.86
65,Weekday,6.79,9.67,6,3,Yes,7.1,64.5,49.64,Low,9.499263622974963,15.67
65,Weekend,4.11,6.23,2,5,Yes,9.82,63.9,50.79,Low,15.54744525547445,8.23
65,Weekday,6.72,8.3,3,4,No,7.04,62.6,57.53,Low,9.315476190476192,11.3
65,Weekday,10.01,11.54,2,3,No,5.55,53.8,73.42,Medium,5.374625374625374,13.54
65,Weekend,6.3,8.94,0,1,No,8.01,48.4,80.16,Medium,7.682539682539683,8.94
65,Weekend,4.98,8.7,0,4,Yes,8.7,51.9,81.73,Medium,10.42168674698795,8.7
65,Weekend,4.83,7.58,0,3,No,8.09,43.9,86.04,Medium,9.089026915113871,7.58
66,Weekday,9.51,11.17,5,3,No,5.89,82.1,26.35,Low,8.633017875920084,16.17
66,Weekend,4.44,6.7,1,4,No,7.8,84.0,26.31,Low,18.918918918918916,7.7
66,Weekend,4.77,7.42,1,1,No,6.33,81.8,31.4,Low,17.148846960167717,8.42
66,Weekend,5.24,7.97,2,5,No,6.1,83.5,34.61,Low,15.935114503816793,9.969999999999999
66,Weekend,3.0,6.94,2,1,Yes,6.44,68.5,45.55,Low,22.833333333333332,8.940000000000001
66,Weekday,7.59,11.39,3,2,No,6.52,57.5,60.18,Low,7.575757575757576,14.39
66,Weekend,4.48,7.27,1,5,Yes,6.1,55.6,64.98,Low,12.410714285714285,8.27
66,Weekday,6.94,9.08,0,4,No,6.3,60.9,67.92,Low,8.77521613832853,9.08
66,Weekend,7.86,11.7,1,4,Yes,7.86,58.7,77.92,Medium,7.468193384223919,12.7
66,Weekend,4.61,7.26,1,3,Yes,6.77,43.1,88.82,Medium,9.349240780911062,8.26
67,Weekday,7.78,9.92,3,3,No,7.6,93.2,12.83,Low,11.979434447300772,12.92
67,Weekday,8.62,12.48,4,5,Yes,7.3,77.5,24.42,Low,8.990719257540604,16.48
67,Weekend,3.0,4.62,2,4,Yes,6.11,84.9,22.44,Low,28.3,6.62
67,Weekend,4.33,6.93,0,4,No,7.33,80.6,24.29,Low,18.614318706697457,6.93
67,Weekday,9.54,12.46,2,2,No,6.73,69.6,33.69,Low,7.29559748427673,14.46
67,Weekday,6.65,9.95,1,1,No,6.98,79.5,32.67,Low,11.954887218045112,10.95
67,Weekend,4.9,7.74,2,4,No,5.14,73.7,36.95,Low,15.040816326530612,9.74
67,Weekday,7.17,9.14,1,4,Yes,8.26,76.9,38.5,Low,10.725244072524408,10.14
67,Weekday,10.57,13.79,2,1,No,5.85,73.6,46.07,Low,6.963103122043519,15.79
67,Weekday,8.15,9.97,4,3,No,7.04,58.8,56.17,Low,7.214723926380367,13.97
68,Weekend,4.14,6.88,0,5,No,6.2,98.9,5.72,Low,23.888888888888893,6.88
68,Weekend,4.78,7.89,4,4,No,8.45,90.0,10.5,Low,18.828451882845187,11.89
68,Weekend,4.84,8.55,2,4,No,6.38,93.4,10.49,Low,19.297520661157026,10.55
68,Weekend,5.29,7.81,2,5,Yes,6.72,88.3,14.37,Low,16.69187145557656,9.809999999999999
68,Weekend,5.5,9.05,0,3,No,6.43,90.3,14.9,Low,16.418181818181818,9.05
68,Weekday,9.14,11.31,5,2,No,4.83,85.4,21.82,Low,9.343544857768052,16.310000000000002
68,Weekday,7.68,11.48,5,2,No,4.93,94.3,22.71,Low,12.278645833333334,16.48
68,Weekday,8.09,10.47,2,4,Yes,7.38,70.6,35.5,Low,8.72682323856613,12.47
68,Weekend,4.25,5.91,2,1,Yes,6.73,80.6,33.32,Low,18.96470588235294,7.91
68,Weekend,3.0,6.74,1,1,No,8.53,85.9,31.28,Low,28.633333333333336,7.74
69,Weekend,3.86,7.6,2,4,Yes,6.01,100.1,8.77,Low,25.932642487046632,9.6
69,Weekday,7.87,9.86,6,3,No,7.55,84.0,26.24,Low,10.673443456162643,15.86
69,Weekend,7.42,9.74,1,4,No,6.38,81.3,34.13,Low,10.95687331536388,10.74
69,Weekend,4.55,7.39,1,3,Yes,5.01,70.7,44.62,Low,15.53846153846154,8.39
69,Weekend,4.33,7.84,0,1,No,7.73,61.7,50.33,Low,14.249422632794458,7.84
69,Weekend,3.85,7.12,0,5,No,7.28,75.4,44.27,Low,19.584415584415584,7.12
69,Weekday,9.36,13.11,0,4,Yes,7.02,59.5,62.24,Low,6.356837606837607,13.11
69,Weekday,8.86,12.56,1,2,No,7.43,40.0,80.18,Medium,4.514672686230249,13.56
69,Weekday,8.66,12.45,4,4,No,6.88,45.1,89.83,Medium,5.2078521939953815,16.45
69,Weekday,8.65,11.79,1,3,No,7.77,40.0,100.54,Medium,4.624277456647398,12.79
70,Weekday,9.92,12.14,6,2,No,5.89,76.6,28.85,Low,7.721774193548387,18.14
70,Weekday,10.92,14.17,0,2,Yes,6.07,77.5,37.9,Low,7.097069597069597,14.17
70,Weekday,9.48,12.79,3,4,No,6.53,65.0,50.19,Low,6.856540084388185,15.79
70,Weekday,7.79,9.6,3,5,No,6.53,63.0,55.8,Low,8.087291399229782,12.6
70,Weekday,9.72,12.34,5,1,No,6.11,47.4,71.52,Medium,4.876543209876543,17.34
70,Weekend,3.68,5.31,3,4,No,7.23,55.5,69.04,Low,15.081521739130434,8.309999999999999
70,Weekend,5.74,8.49,1,3,No,6.55,46.9,75.24,Medium,8.170731707317072,9.49
70,Weekend,5.85,9.46,1,3,No,5.86,49.7,77.69,Medium,8.495726495726498,10.46
70,Weekend,3.34,6.48,1,1,Yes,7.51,48.9,80.07,Medium,14.640718562874252,7.48
70,Weekday,9.02,10.9,2,5,No,9.27,40.0,87.87,Medium,4.434589800443459,12.9
71,Weekday,8.51,10.26,2,2,No,5.68,87.3,15.63,Low,10.258519388954172,12.26
71,Weekday,9.2,10.85,6,2,Yes,8.08,79.7,25.96,Low,8.663043478260871,16.85
71,Weekday,8.47,12.04,4,4,No,6.03,78.9,32.0,Low,9.315230224321134,16.04
71,Weekday,10.38,14.12,3,5,Yes,6.1,72.9,42.01,Low,7.023121387283237,17.119999999999997
71,Weekday,8.28,11.48,2,5,Yes,6.23,66.3,50.02,Low,8.007246376811594,13.48
71,Weekday,10.57,13.49,4,3,Yes,5.83,59.8,61.17,Low,5.6575212866603595,17.490000000000002
71,Weekend,3.0,5.43,3,2,No,6.51,59.6,62.34,Low,19.866666666666667,8.43
71,Weekend,4.96,8.26,2,3,No,4.71,63.9,63.49,Low,12.883064516129032,10.26
71,Weekday,8.43,10.93,4,5,Yes,7.27,49.2,75.08,Medium,5.836298932384342,14.93
71,Weekend,6.25,8.38,1,4,Yes,7.3,55.4,75.57,Medium,8.863999999999999,9.38
72,Weekday,8.54,12.07,2,2,No,7.61,92.6,18.73,Low,10.843091334894615,14.07
72,Weekday,6.48,8.4,3,4,Yes,7.34,89.4,26.4,Low,13.796296296296296,11.4
72,Weekday,10.8,12.53,2,4,Yes,8.16,74.8,42.93,Low,6.925925925925926,14.53
72,Weekday,8.27,10.85,2,3,No,7.97,57.5,56.48,Low,6.952841596130593,12.85
72,Weekday,9.09,13.02,3,4,No,6.81,60.6,64.48,Low,6.666666666666667,16.02
72,Weekend,3.11,5.48,2,1,Yes,6.5,59.8,68.22,Low,19.228295819935692,7.48
72,Weekend,5.44,7.88,0,3,No,7.47,58.7,70.62,Medium,10.790441176470589,7.88
72,Weekend,5.87,7.68,1,4,No,6.33,51.9,76.54,Medium,8.841567291311755,8.68
72,Weekday,7.89,10.66,2,3,Yes,7.74,50.1,85.36,Medium,6.34980988593156,12.66
72,Weekend,3.33,5.79,1,5,No,8.0,50.8,83.75,Medium,15.255255255255253,6.79
73,Weekday,8.7,12.67,3,2,No,7.99,95.7,13.11,Low,11.000000000000002,15.67
73,Weekend,5.87,7.94,0,2,No,7.95,94.2,14.96,Low,16.04770017035775,7.94
73,Weekday,10.05,13.87,3,4,Yes,6.25,80.2,26.93,Low,7.980099502487562,16.869999999999997
73,Weekend,3.51,7.17,1,4,No,8.07,75.8,28.57,Low,21.595441595441596,8.17
73,Weekday,8.7,12.18,2,2,No,6.56,86.7,28.74,Low,9.965517241379311,14.18
73,Weekend,3.1,5.17,1,1,No,6.86,81.6,31.15,Low,26.32258064516129,6.17
73,Weekday,6.79,10.62,2,3,No,7.39,80.9,34.26,Low,11.91458026509573,12.62
73,Weekend,6.1,8.95,2,3,No,6.3,67.7,42.12,Low,11.098360655737705,10.95
73,Weekday,8.56,11.93,2,1,Yes,6.67,72.1,45.83,Low,8.422897196261681,13.93
73,Weekday,10.25,11.82,4,5,No,8.33,59.9,55.23,Low,5.84390243902439,15.82
74,Weekend,3.68,6.28,0,3,Yes,7.75,102.7,9.51,Low,27.907608695652172,6.28
74,Weekend,3.64,6.83,1,5,No,7.4,97.0,11.56,Low,26.648351648351646,7.83
74,Weekend,4.39,5.98,1,3,No,7.98,85.6,16.72,Low,19.49886104783599,6.98
74,Weekend,5.52,7.06,2,4,Yes,7.29,96.7,17.13,Low,17.518115942028988,9.059999999999999
74,Weekend,3.0,5.73,0,3,No,7.58,84.8,20.64,Low,28.266666666666666,5.73
74,Weekday,8.05,12.03,4,3,No,7.46,80.0,32.11,Low,9.937888198757763,16.03
74,Weekend,5.7,7.82,2,5,Yes,6.26,68.2,42.48,Low,11.964912280701755,9.82
74,Weekend,3.0,5.53,0,2,No,6.63,68.6,42.11,Low,22.866666666666664,5.53
74,Weekend,5.99,7.77,0,2,Yes,5.68,65.6,49.66,Low,10.951585976627712,7.77
74,Weekend,5.73,8.99,0,2,No,6.98,77.0,48.9,Low,13.438045375218149,8.99
75,Weekend,3.48,7.37,0,3,No,8.69,95.8,8.93,Low,27.528735632183906,7.37
75,Weekday,8.3,10.55,0,1,No,5.87,98.9,10.96,Low,11.915662650602409,10.55
75,Weekday,10.72,13.7,2,2,No,7.21,88.1,20.04,Low,8.218283582089551,15.7
75,Weekend,3.0,5.21,1,1,No,7.81,83.0,22.05,Low,27.666666666666668,6.21
75,Weekday,6.86,8.55,3,5,No,6.25,91.9,20.83,Low,13.396501457725948,11.55
75,Weekend,4.87,8.56,0,4,Yes,7.58,77.1,28.06,Low,15.831622176591374,8.56
75,Weekday,8.37,10.64,4,3,Yes,7.2,75.3,33.18,Low,8.99641577060932,14.64
75,Weekend,3.11,5.81,2,1,Yes,6.79,91.6,28.14,Low,29.45337620578778,7.81
75,Weekend,7.12,8.98,1,2,No,8.5,73.8,37.16,Low,10.365168539325841,9.98
75,Weekend,5.5,8.68,1,3,No,6.92,81.1,35.68,Low,14.745454545454544,9.68
76,Weekend,7.56,10.67,2,4,Yes,6.23,84.6,20.25,Low,11.19047619047619,12.67
76,Weekend,5.91,8.9,2,3,Yes,6.78,79.1,27.75,Low,13.384094754653129,10.9
76,Weekday,9.02,12.79,2,4,No,6.77,83.4,33.13,Low,9.246119733924614,14.79
76,Weekend,3.81,6.69,1,4,No,6.25,85.2,33.32,Low,22.362204724409448,7.69
76,Weekday,7.28,11.24,3,2,Yes,6.79,68.6,47.98,Low,9.423076923076922,14.24
76,Weekday,8.73,10.5,3,3,No,5.33,60.1,59.14,Low,6.88430698739977,13.5
76,Weekend,5.28,7.01,2,4,No,5.88,58.4,62.62,Low,11.06060606060606,9.01
76,Weekend,3.42,7.11,0,4,No,8.54,70.0,56.96,Low,20.46783625730994,7.11
76,Weekday,6.34,8.71,6,4,Yes,4.5,54.4,71.77,Medium,8.580441640378549,14.71
76,Weekend,5.15,7.33,1,3,Yes,6.65,53.3,75.89,Medium,10.349514563106794,8.33
77,Weekday,7.13,9.09,5,1,No,6.39,83.0,18.98,Low,11.640953716690042,14.09
77,Weekend,4.47,8.27,0,5,No,6.45,95.3,14.84,Low,21.319910514541387,8.27
77,Weekday,7.59,11.59,1,4,No,8.11,76.0,26.29,Low,10.013175230566535,12.59
77,Weekend,4.6,7.27,0,5,No,8.18,89.8,20.52,Low,19.521739130434785,7.27
77,Weekend,3.0,4.95,2,2,Yes,5.88,83.0,25.45,Low,27.666666666666668,6.95
77,Weekend,3.0,5.81,0,5,No,5.82,92.8,20.97,Low,30.933333333333334,5.81
77,Weekday,7.23,10.09,3,2,No,6.31,88.6,28.07,Low,12.254495159059474,13.09
77,Weekend,6.51,8.45,0,1,Yes,7.33,74.3,37.99,Low,11.41321044546851,8.45
77,Weekday,8.87,10.86,2,4,No,7.22,72.9,43.76,Low,8.21871476888388,12.86
77,Weekend,5.43,8.47,1,5,Yes,6.51,70.1,48.01,Low,12.9097605893186,9.47
78,Weekend,6.52,10.09,2,1,No,6.66,85.9,17.04,Low,13.174846625766873,12.09
78,Weekend,5.74,8.22,1,1,Yes,9.36,86.3,20.57,Low,15.034843205574912,9.22
78,Weekend,3.0,4.71,0,5,No,7.62,92.6,15.94,Low,30.866666666666664,4.71
78,Weekday,9.76,12.18,7,5,Yes,6.89,75.3,34.11,Low,7.715163934426229,19.18
78,Weekend,3.6,5.36,1,3,No,6.81,73.5,35.14,Low,20.416666666666668,6.36
78,Weekday,8.92,11.58,2,5,No,6.58,77.5,39.95,Low,8.688340807174887,13.58
78,Weekday,8.65,10.73,2,2,Yes,7.04,47.9,59.99,Low,5.5375722543352595,12.73
78,Weekday,8.85,11.11,3,3,Yes,6.93,68.7,60.37,Low,7.76271186440678,14.11
78,Weekend,4.79,7.15,2,4,No,7.68,55.6,67.12,Low,11.607515657620041,9.15
78,Weekday,7.6,9.59,4,4,No,7.87,59.4,71.06,Medium,7.815789473684211,13.59
79,Weekend,3.65,6.56,1,4,No,8.58,95.5,7.11,Low,26.164383561643834,7.56
79,Weekday,9.57,12.39,2,3,Yes,6.02,82.3,22.5,Low,8.599791013584117,14.39
79,Weekend,3.74,6.91,1,1,Yes,8.02,85.7,23.74,Low,22.914438502673796,7.91
79,Weekend,7.1,8.62,0,3,No,5.9,92.6,25.18,Low,13.04225352112676,8.62
79,Weekend,4.6,6.75,1,1,Yes,6.28,77.0,35.63,Low,16.73913043478261,7.75
79,Weekend,5.07,8.17,0,5,No,5.48,83.6,34.94,Low,16.489151873767256,8.17
79,Weekday,8.08,10.18,3,4,Yes,6.21,66.9,49.85,Low,8.27970297029703,13.18
79,Weekday,8.11,10.93,5,4,No,5.67,57.9,61.89,Low,7.139334155363748,15.93
79,Weekend,3.49,5.15,1,4,Yes,6.76,55.5,64.18,Low,15.902578796561604,6.15
79,Weekend,4.4,7.37,2,5,No,6.32,62.3,63.25,Low,14.159090909090907,9.370000000000001
80,Weekday,9.82,11.47,2,1,Yes,6.58,79.4,22.2,Low,8.085539714867618,13.47
80,Weekday,9.74,12.27,2,2,Yes,7.79,82.5,26.41,Low,8.470225872689939,14.27
80,Weekday,9.09,10.96,2,1,No,6.97,86.4,29.34,Low,9.504950495049506,12.96
80,Weekday,9.28,12.48,2,5,No,8.76,76.2,36.87,Low,8.211206896551724,14.48
80,Weekend,4.63,7.77,0,1,No,6.5,73.3,39.41,Low,15.831533477321814,7.77
80,Weekend,5.28,8.23,0,1,Yes,6.95,69.7,43.32,Low,13.200757575757576,8.23
80,Weekday,7.02,9.51,3,2,No,7.36,67.4,47.47,Low,9.601139601139602,12.51
80,Weekend,4.36,6.73,4,3,No,8.11,72.8,46.69,Low,16.697247706422015,10.73
80,Weekend,3.0,6.76,1,3,No,4.98,66.0,50.24,Low,22.0,7.76
80,Weekend,3.72,7.6,0,1,No,8.21,68.5,49.6,Low,18.413978494623656,7.6
81,Weekday,7.83,11.53,2,2,No,6.58,96.0,15.45,Low,12.260536398467433,13.53
81,Weekend,4.04,7.83,1,4,No,7.2,98.6,15.68,Low,24.405940594059405,8.83
81,Weekend,5.98,7.78,3,5,Yes,4.62,86.6,28.55,Low,14.481605351170566,10.780000000000001
81,Weekend,3.4,6.3,1,1,Yes,7.87,80.4,33.88,Low,23.647058823529413,7.3
81,Weekend,5.78,8.81,0,4,Yes,8.02,77.6,39.13,Low,13.425605536332178,8.81
81,Weekend,4.49,7.33,1,4,No,7.72,70.6,43.01,Low,15.72383073496659,8.33
81,Weekend,4.21,6.55,1,3,No,7.36,67.0,45.66,Low,15.914489311163896,7.55
81,Weekend,3.8,6.38,1,3,Yes,7.38,73.6,45.68,Low,19.36842105263158,7.38
81,Weekend,4.85,8.68,0,2,No,7.39,64.0,52.15,Low,13.195876288659795,8.68
81,Weekend,5.18,7.81,0,1,No,8.96,67.2,52.69,Low,12.972972972972974,7.81
82,Weekday,8.78,12.09,2,2,No,8.16,82.4,24.68,Low,9.384965831435082,14.09
82,Weekend,5.36,8.4,0,1,No,8.72,89.0,24.12,Low,16.604477611940297,8.4
82,Weekday,10.76,12.4,4,1,No,7.76,67.5,44.09,Low,6.273234200743494,16.4
82,Weekday,8.5,12.19,3,5,Yes,9.12,63.1,53.78,Low,7.423529411764706,15.19
82,Weekend,4.34,6.85,2,5,Yes,7.31,73.2,52.46,Low,16.86635944700461,8.85
82,Weekday,7.27,10.82,2,4,No,6.56,59.0,64.17,Low,8.11554332874828,12.82
82,Weekday,7.46,9.03,2,4,No,6.64,54.3,71.46,Medium,7.27882037533512,11.03
82,Weekday,7.93,9.71,2,4,Yes,7.92,49.8,80.23,Medium,6.279949558638083,11.71
82,Weekend,6.21,9.72,2,5,Yes,5.64,43.6,89.25,Medium,7.020933977455717,11.72
82,Weekend,5.41,7.61,1,1,No,5.8,40.0,94.95,Medium,7.393715341959334,8.61
83,Weekday,8.37,10.62,3,1,No,6.97,81.8,26.39,Low,9.77299880525687,13.62
83,Weekend,3.48,6.44,0,4,No,6.92,80.2,26.63,Low,23.045977011494255,6.44
83,Weekend,3.0,6.0,2,2,No,6.57,86.4,25.52,Low,28.8,8.0
83,Weekend,4.9,8.68,2,2,No,6.25,79.7,32.66,Low,16.26530612244898,10.68
83,Weekday,9.68,11.63,2,2,Yes,7.33,65.6,49.26,Low,6.776859504132231,13.63
83,Weekend,3.67,5.83,1,3,No,7.02,70.8,47.69,Low,19.291553133514984,6.83
83,Weekday,8.74,11.54,5,4,Yes,6.76,49.4,67.85,Low,5.652173913043478,16.54
83,Weekend,4.38,7.76,0,3,No,4.94,57.3,67.38,Low,13.082191780821917,7.76
83,Weekday,8.41,11.81,4,2,Yes,7.38,40.0,85.55,Medium,4.756242568370987,15.81
83,Weekend,5.76,8.9,0,4,Yes,6.94,40.0,89.96,Medium,6.944444444444445,8.9
84,Weekday,7.46,10.34,2,4,No,5.88,76.6,19.27,Low,10.268096514745308,12.34
84,Weekday,7.78,10.6,3,2,No,8.21,88.6,18.91,Low,11.388174807197942,13.6
84,Weekend,4.4,7.81,2,3,No,5.61,79.3,24.84,Low,18.02272727272727,9.809999999999999
84,Weekday,6.31,8.06,3,1,No,8.92,88.9,23.95,Low,14.088748019017434,11.06
84,Weekend,5.38,6.99,2,5,Yes,6.34,79.4,30.5,Low,14.758364312267659,8.99
84,Weekday,7.44,9.2,1,4,No,5.49,81.8,33.18,Low,10.994623655913978,10.2
84,Weekend,6.25,9.0,0,1,No,7.42,81.4,35.87,Low,13.024000000000001,9.0
84,Weekday,8.03,10.77,2,4,No,4.62,71.9,44.82,Low,8.953922789539229,12.77
84,Weekend,5.24,8.31,2,2,No,7.8,71.6,47.12,Low,13.66412213740458,10.31
84,Weekday,9.12,11.46,4,5,Yes,5.93,58.8,59.22,Low,6.447368421052632,15.46
85,Weekend,5.11,6.83,1,2,No,8.79,89.7,13.75,Low,17.55381604696673,7.83
85,Weekend,4.7,8.65,2,4,Yes,5.96,80.3,22.53,Low,17.085106382978722,10.65
85,Weekend,7.09,10.89,2,3,No,5.95,80.2,29.21,Low,11.311706629055008,12.89
85,Weekend,3.0,6.23,1,3,No,6.99,83.0,28.2,Low,27.666666666666668,7.23
85,Weekday,8.52,11.98,1,4,No,6.37,77.4,37.44,Low,9.084507042253522,12.98
85,Weekday,8.69,12.44,2,1,Yes,7.06,71.9,50.05,Low,8.273878020713465,14.44
85,Weekend,5.18,8.17,3,2,No,6.06,62.2,58.85,Low,12.007722007722009,11.17
85,Weekday,9.41,10.99,3,4,No,7.78,58.5,68.03,Low,6.216790648246546,13.99
